city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,bubaque,0,GW,1530248400,94,11.28,-15.83,78.8,4.7
385,hirado,75,JP,1530248400,78,33.32,129.49,80.6,16.11
386,jacareacanga,100,BR,1530250479,76,-6.22,-57.76,77.63,1.59
387,bukachacha,48,RU,1530250479,61,52.99,116.91,68.54,3.6
388,quimper,0,FR,1530248400,72,48.0,-4.1,64.4,6.93
389,cabo rojo,56,PR,1530250479,100,18.09,-67.15,77.45,10.76
390,reshetylivka,92,UA,1530250479,73,49.56,34.08,72.95,10.42
391,vaasa,92,FI,1530249600,81,63.1,21.62,51.8,19.46
392,tyrma,32,RU,1530250480,82,50.04,132.17,70.16,3.83
393,west bay,0,GB,1530249600,87,50.71,-2.76,60.8,4.7
394,bonnyville,75,CA,1530248400,82,54.27,-110.74,55.4,3.36
395,yola,24,NG,1530250480,94,9.26,12.45,71.96,3.94
396,taoudenni,0,ML,1530250481,16,22.68,-3.98,83.66,13.22
397,joao pinheiro,0,BR,1530250481,53,-17.74,-46.17,63.32,8.52
398,zatoka,92,PL,1530250481,100,50.04,20.52,63.23,5.17
399,farim,0,GW,1530250481,96,12.48,-15.22,71.33,3.6
400,lasa,40,CY,1530250200,69,34.92,32.53,78.8,12.75
401,melilla,75,EC,1530248400,88,-0.8,-80.23,73.4,9.17
402,takoradi,64,GH,1530250482,100,4.89,-1.75,75.56,5.61
403,antalaha,44,MG,1530250482,100,-14.9,50.28,70.61,8.08
404,telimele,88,GN,1530250482,100,10.9,-13.03,69.35,3.27
405,isangel,88,VU,1530250482,100,-19.55,169.27,74.03,23.51
406,margate,75,AU,1530248400,87,-43.03,147.26,50.0,8.05
407,taltal,0,CL,1530250482,92,-25.41,-70.49,41.63,4.38
408,muzaffarabad,92,PK,1530250482,90,34.37,73.47,64.49,2.71
409,atasu,32,KZ,1530250483,78,48.68,71.64,74.75,13.67
410,thunder bay,20,CA,1530248400,82,48.41,-89.26,62.6,3.6
411,chapais,90,CA,1530248400,82,49.78,-74.86,62.6,5.82
412,morgan city,1,US,1530249300,94,29.7,-91.21,80.6,3.36
413,koudougou,20,BF,1530250483,95,12.25,-2.37,71.96,7.74
414,airai,8,TL,1530250483,53,-8.93,125.41,80.42,2.15
415,kichera,68,RU,1530250484,71,55.93,110.1,61.97,1.14
416,ambilobe,0,MG,1530250484,50,-13.19,49.05,78.53,10.09
417,ellenabad,44,IN,1530250484,96,29.45,74.66,83.93,14.23
418,sena madureira,0,BR,1530250484,81,-9.07,-68.66,73.31,1.81
419,tarko-sale,48,RU,1530250484,60,64.92,77.78,77.54,6.4
420,mogok,92,MM,1530250484,91,22.92,96.51,72.41,2.26
421,ambagarh chauki,88,IN,1530250484,92,20.78,80.75,77.63,7.74
422,anadyr,75,RU,1530248400,59,64.73,177.51,60.8,11.18
423,marystown,92,CA,1530250485,90,47.17,-55.16,51.89,13.78
424,geraldton,20,CA,1530248400,72,49.72,-86.95,62.6,3.94
425,bacolod,32,PH,1530250485,68,10.68,122.95,86.0,10.42
426,portland,20,US,1530248160,52,45.52,-122.67,66.2,10.29
427,mundo nuevo,0,CL,1530248400,93,-32.72,-71.41,46.4,2.82
428,kieta,88,PG,1530250486,96,-6.22,155.63,80.87,4.94
429,norden,20,DE,1530249900,93,53.59,7.21,59.0,6.93
430,saint-pierre,0,FR,1530248400,82,48.95,4.24,66.2,6.93
431,harrison,1,US,1530249300,94,39.26,-84.82,71.6,3.36
432,amga,88,RU,1530250487,74,60.89,131.98,66.83,1.14
433,loikaw,88,MM,1530250487,96,19.67,97.21,72.14,2.93
434,ucluelet,76,CA,1530250487,95,48.94,-125.55,51.35,1.25
435,lugovoy,92,RU,1530250487,80,59.72,65.88,63.77,13.78
436,montalban,36,PH,1530250487,93,12.17,124.88,83.93,9.53
437,araguari,0,BR,1530244800,59,-18.65,-48.19,62.6,9.17
438,lawton,1,US,1530249300,58,34.61,-98.39,89.6,11.41
439,puerto quijarro,0,BO,1530250488,79,-19.0,-57.72,68.0,4.5
440,ishigaki,20,JP,1530248400,70,24.34,124.16,87.8,9.17
441,vila franca do campo,40,PT,1530248400,77,37.72,-25.43,68.0,10.29
442,ibra,0,OM,1530250488,15,22.69,58.55,101.84,3.38
443,yurga,32,RU,1530250489,88,55.71,84.93,79.07,5.39
444,pelym,0,RU,1530250489,45,61.01,62.0,64.94,9.31
445,san antonio,90,CL,1530248400,100,-33.58,-71.61,44.6,2.24
446,victor harbor,75,AU,1530248400,87,-35.55,138.62,51.8,21.92
447,lyantonde,8,UG,1530250490,82,-0.41,31.15,68.45,4.27
448,chinsali,0,ZM,1530250490,57,-10.55,32.07,60.08,11.21
449,limekilns,75,GB,1530249600,100,56.03,-3.48,60.8,10.29
450,amapa,40,HN,1530244800,100,15.09,-87.97,80.6,9.17
451,insch,75,GB,1530249600,100,57.34,-2.61,53.6,3.36
452,vao,92,EE,1530250491,82,59.1,26.19,59.63,8.52
453,smirnykh,92,RU,1530250491,96,49.74,142.83,49.28,8.08
454,teknaf,88,BD,1530250491,96,20.86,92.31,78.53,4.38
455,harrisonburg,1,US,1530248100,88,38.45,-78.87,73.4,3.36
456,cidreira,92,BR,1530250492,97,-30.17,-50.22,61.52,7.63
457,paysandu,92,UY,1530250492,96,-32.32,-58.08,58.64,3.04
458,khatanga,36,RU,1530250492,64,71.98,102.47,65.57,11.99
459,dobson,1,US,1530249300,83,36.4,-80.72,75.2,3.15
460,manado,40,ID,1530248400,74,1.49,124.85,84.2,5.82
461,carutapera,44,BR,1530250492,97,-1.2,-46.02,75.83,3.15
462,baker city,1,US,1530248160,62,44.77,-117.83,62.6,6.93
463,chippewa falls,1,US,1530248160,78,44.94,-91.39,75.2,6.93
464,hovd,75,NO,1530249600,87,63.83,10.7,48.2,17.22
465,bitung,40,ID,1530248400,74,1.44,125.19,84.2,5.82
466,mitsamiouli,20,KM,1530248400,83,-11.38,43.28,69.8,5.82
467,mount isa,75,AU,1530248400,42,-20.73,139.49,80.6,6.93
468,cajati,24,BR,1530250493,93,-24.73,-48.11,58.01,2.82
469,constitucion,44,MX,1530250493,92,23.99,-104.67,57.92,2.82
470,purpe,80,RU,1530250493,55,64.48,76.69,79.07,4.94
471,sekoma,0,BW,1530250493,48,-24.51,23.93,49.73,13.22
472,gamba,48,CN,1530250494,83,28.28,88.52,38.66,1.03
473,burnie,88,AU,1530250494,100,-41.05,145.91,53.87,15.01
474,cam ranh,0,VN,1530250494,100,11.92,109.15,84.02,5.39
475,valdosta,1,US,1530248160,94,30.83,-83.28,73.4,6.96
476,kidal,0,ML,1530250494,40,18.44,1.41,79.16,10.2
477,komsomolskiy,0,RU,1530250494,67,67.55,63.78,53.69,6.73
478,mitu,0,IR,1530250495,18,36.2,46.09,86.54,2.37
479,jos,44,NG,1530250454,97,9.92,8.9,65.3,5.73
480,hatillo,80,PR,1530250495,93,18.49,-66.83,79.7,13.0
481,baykit,0,RU,1530250495,61,61.68,96.39,71.42,5.73
482,zhezkazgan,75,KZ,1530248400,30,47.8,67.71,82.4,13.42
483,bridlington,40,GB,1530249600,93,54.08,-0.19,57.2,4.7
484,mezhdurechensk,48,RU,1530250495,50,53.69,88.07,80.69,2.48
485,tvoroyri,64,FO,1530249600,100,61.56,-6.81,46.4,6.93
486,laguna,24,MX,1530250333,49,27.52,-110.01,83.21,4.5
487,bad sooden-allendorf,0,DE,1530249600,59,51.27,9.97,64.4,4.7
488,cherskiy,92,RU,1530250496,85,68.75,161.3,37.58,7.4
489,sabang,80,PH,1530250496,89,13.72,123.58,84.74,6.62
490,ayame,80,CI,1530250496,100,5.61,-3.16,74.12,3.83
491,beira,92,ES,1530248400,93,43.2,-8.36,60.8,2.24
492,nalut,0,LY,1530250497,32,31.86,10.98,72.23,6.4
493,pryyutivka,64,UA,1530250497,76,48.72,33.07,75.56,11.32
494,chihuahua,92,MX,1530250385,98,28.66,-106.08,61.16,3.04
495,merrill,1,US,1530247980,71,42.03,-121.6,53.6,3.36
496,uspenskaya,0,RU,1530250497,30,45.78,41.07,91.67,14.0
497,yumen,76,CN,1530250497,46,40.29,97.04,83.66,4.5
498,shirokiy,64,RU,1530250498,52,53.87,39.17,76.19,5.95
499,olga,1,US,1530248400,77,34.11,-118.17,73.4,6.93
500,baryatino,12,RU,1530250498,53,54.31,34.52,75.29,3.94
501,diamantino,0,BR,1530250498,82,-14.4,-56.44,59.99,1.48
502,yamoussoukro,75,CI,1530248400,94,6.81,-5.27,73.4,6.93
503,santa marta,75,CO,1530244800,69,11.24,-74.21,82.4,4.7
504,gimli,76,CA,1530250499,69,50.63,-96.99,65.66,2.93
505,coquimbo,0,CL,1530248400,87,-29.95,-71.34,48.2,3.36
506,xiaoshi,48,CN,1530250499,90,30.59,116.63,80.96,3.6
507,kiama,75,AU,1530244800,47,-34.67,150.86,59.0,18.34
508,westport,0,IE,1530248400,67,53.8,-9.52,62.6,6.93
509,rakamaz,0,HU,1530248400,73,48.12,21.48,69.8,18.34
510,katherine,75,AU,1530248400,40,-14.47,132.26,86.0,12.75
511,flagstaff,1,US,1530248220,25,35.2,-111.65,80.6,8.05
512,pangnirtung,92,CA,1530250500,97,66.15,-65.72,30.74,1.36
513,esmeralda,92,CL,1530250500,94,-34.33,-70.9,45.59,2.59
514,nizhniy odes,0,RU,1530250500,51,63.64,54.86,64.94,3.38
515,ballina,0,IE,1530248400,67,54.11,-9.15,62.6,6.93
516,hay river,90,CA,1530248400,93,60.82,-115.79,48.2,4.7
517,mastic,1,US,1530249300,100,40.8,-72.84,71.6,3.36
518,san ramon,56,NI,1530250501,78,12.92,-85.84,70.16,5.39
519,mercedes,92,UY,1530250501,98,-33.25,-58.03,57.92,3.04
520,numan,68,NG,1530250502,95,9.46,12.04,72.77,11.77
521,tazovskiy,100,RU,1530250502,61,67.47,78.7,70.97,9.75
522,gat,76,SN,1530248400,94,14.69,-16.54,77.0,5.28
523,klyuchi,80,RU,1530250502,60,52.25,79.17,74.66,17.02
524,golden,68,CA,1530250502,71,51.3,-116.96,44.51,1.7
525,nacala,88,MZ,1530250502,94,-14.56,40.69,75.83,14.23
526,walvis bay,90,NA,1530248400,100,-22.95,14.51,46.4,2.24
527,avenal,1,US,1530248160,41,36.0,-120.13,80.6,12.75
528,bandarbeyla,0,SO,1530250503,69,9.49,50.81,80.96,24.29
529,beberibe,75,BR,1530248400,74,-4.18,-38.13,78.8,16.11
530,krasnyy yar,20,RU,1530250503,25,50.7,44.73,83.84,9.31
531,puerto el triunfo,0,SV,1530247800,88,13.27,-88.55,78.8,2.24
532,matehuala,0,MX,1530250504,75,23.65,-100.64,58.19,5.39
533,miass,56,RU,1530250504,100,55.07,60.11,64.4,3.6
534,beloha,0,MG,1530250504,75,-25.17,45.06,68.72,4.83
535,puerto escondido,80,MX,1530250504,100,15.86,-97.07,83.21,6.29
536,kungurtug,32,RU,1530250504,41,50.6,97.53,72.77,5.73
537,tilichiki,88,RU,1530250504,66,60.47,166.1,61.16,7.96
538,maroua,56,CM,1530250505,91,10.6,14.33,73.94,4.16
539,dezful,0,IR,1530250505,19,32.38,48.4,103.73,3.38
540,saint-georges,88,CA,1530250505,97,46.12,-70.67,62.96,3.04
541,verkhoyansk,12,RU,1530250505,41,67.55,133.39,67.46,5.39
542,lakhimpur,90,IN,1530248400,100,27.24,94.1,77.0,3.36
543,alto araguaia,0,BR,1530250506,56,-17.32,-53.22,62.06,6.17
544,tanout,20,NE,1530250506,86,14.97,8.88,73.49,9.98
545,rundu,0,NA,1530250506,64,-17.91,19.77,43.25,3.71
546,shimanovsk,76,RU,1530250506,78,52.0,127.67,71.51,3.49
547,shediac,90,CA,1530248400,100,46.22,-64.55,60.8,19.46
548,meulaboh,32,ID,1530250507,96,4.14,96.13,86.0,3.6
549,baruun-urt,12,MN,1530250507,38,46.68,113.28,81.95,10.2
550,portsmouth,0,GB,1530249600,82,50.8,-1.08,60.8,6.93
551,umm kaddadah,12,SD,1530250507,77,13.6,26.69,75.11,7.74
552,boa vista,36,BR,1530250508,98,2.82,-60.67,72.77,2.59
553,dubasari,20,MD,1530248400,83,47.26,29.16,71.6,5.82
554,tubajon,24,PH,1530250508,91,10.33,125.56,85.01,9.31
555,namtsy,24,RU,1530250508,58,62.72,129.66,69.44,4.72
556,koumra,92,TD,1530250509,93,8.92,17.55,72.32,7.18
557,nishihara,20,JP,1530248400,55,35.74,139.53,93.2,16.11
558,finschhafen,100,PG,1530250509,94,-6.6,147.85,74.21,3.15
559,singaparna,36,ID,1530250509,80,-7.35,108.11,72.77,2.71
560,lesozavodsk,44,RU,1530250509,89,45.47,133.42,74.84,11.54
